,author,book_title,nationality,strength,subject,year,year_range,cluster_5,farm,war,machine,family,philosophy,world war one,us civil war,art,sailor,feudalism,christianity,literature,science,factory,statistics,Race (human categorization),probability,industry,novel,city,fiction,nation,nature,revolution,liberalism,evolution,sex,taste,Feelings,manual labor,democracy,poetry,Charity (practice),capitalism,country,ebooks-unzipped/1228.txt,ebooks-unzipped/chance_and_luck.tex,ebooks-unzipped/euclid.tex,ebooks-unzipped/short_hist_math.tex
279,Edna Ferber,"Personality Plus, Some Experiences of Emma McChesney and Her Son, Jock",American,0.0932796234014,ebooks-unzipped/euclid.tex,1914,1920,4,0.0356998855915,0.0244488372654,0.0508800605764,0.0388322417892,0.0105795059734,0.0567617012846,0.0437672377839,0.0744428653985,0.0256527226097,0.0143524016581,0.0218933648986,0.00947546496294,0.0427285972217,0.0666555298527,0.0314318426627,0.0455556705312,0.00494140227229,0.0251331825948,0.0103932522738,0.0468496350248,0.00287174818273,0.0137529035382,0.0227449052899,0.00988447417078,0.0102360038062,0.0126167918743,0.00910440286431,0.0514837492816,0.0114886528379,0.0198924213274,0.0194051245423,0.00816862162036,0.0092438315319,0.0393358239444,0.0104065210699,0.0110152760706,0.0805531475476,0.0932796234014,0.0464092579492
280,Edna Ferber,Fanny Herself,American,0.0887551489471,factory,1917,1920,0,0.0514946567105,0.0719959588956,0.0419740455569,0.0628083318611,0.0143086003329,0.0380746125239,0.0416116585353,0.0636953735684,0.0819389694652,0.0279371052734,0.0327258232437,0.0169505994375,0.014561980434,0.0887551489471,0.0669427934411,0.0481602909588,0.00300202066752,0.011503497145,0.0672797463498,0.0392499790443,0.0101398305268,0.0234975936884,0.0346006544927,0.0146896177457,0.0108397112187,0.0192675757743,0.0212557954523,0.029931533049,0.0619976929902,0.0210380180702,0.0325884839433,0.0127107430758,0.012772058868,0.06194943464,0.00656915499122,0.015260901973,0.0791088082765,0.0192358604031,0.0334952173386
281,Edna Ferber,One Basket,American,0.112018138413,factory,1947,3000,4,0.0547631714346,0.0423750831516,0.0624664027238,0.0362828495126,0.00656289584179,0.061316879694,0.0263724530981,0.0752711088876,0.0250599038582,0.0332569735549,0.0330632724024,0.0122048851331,0.0189449026447,0.112018138413,0.033406389384,0.0756113847054,0.00282537414682,0.0203582416858,0.0319549181025,0.0540077845218,0.00626762064376,0.0159290470062,0.0264654032088,0.0203461594242,0.00788678746877,0.0167571689441,0.0115913856739,0.0574216732987,0.0185464884609,0.0243378421691,0.0201012572174,0.0111912390687,0.00856392640366,0.0671192769426,0.0135765407313,0.017623609858,0.074659738444,0.0190357880623,0.0409925861434
282,Edna Ferber,"Roast Beef, Medium",American,0.076545819401,war,1913,1920,0,0.0203034301502,0.076545819401,0.0112806006405,0.0678446998913,0.0109549195041,0.0258475529081,0.0401378293866,0.0278685895095,0.064269808157,0.010904282032,0.0190670832775,0.00722388264817,0.0152923837725,0.0126298347682,0.0513623335348,0.0305367945414,0.00322810494796,0.00734823036541,0.0669557871244,0.0225280687422,0.00751838123724,0.00827117193443,0.0449056502803,0.00860498958232,0.0127948263242,0.0224358038452,0.0142960372288,0.0240515775475,0.060105312218,0.0140913892482,0.0260491087166,0.00572013360219,0.00850733425604,0.0368499727914,0.00636098243221,0.0122494783145,0.0239156055648,0.00568213932086,0.0159363576074
283,Edward Bellamy,Dr. Heidenhoff's Process,American,0.204058180826,taste,1880,1880,3,0.0484626226083,0.0573245236814,0.0546925523073,0.0603613071609,0.0421807758106,0.0720477607369,0.0266721493889,0.0865589595999,0.0467743377947,0.0419296476331,0.0759035243863,0.0314295434211,0.108144748816,0.069161451766,0.0688757091541,0.146474417706,0.0445484563327,0.0668793047657,0.0508150295318,0.0287681825145,0.039691478278,0.0209908456549,0.0480748409409,0.0281183049304,0.0268040193989,0.0375165447465,0.014937131876,0.204058180826,0.0424841566215,0.042661385663,0.0467215840849,0.0174666551447,0.0217891384417,0.0437605022946,0.00751468267792,0.0456808954151,0.157994473995,0.0111741725121,0.13140293437
284,Edward Bellamy,The Duke of Stockbridge,American,0.165214727139,democracy,1900,1900,0,0.100935523525,0.123620435057,0.0335027360962,0.101674489849,0.0137452113251,0.148224061348,0.0952014299019,0.0629820875287,0.0858484399997,0.0902715558259,0.0581578187774,0.0167529468583,0.0254777449613,0.0637381914348,0.0545575963468,0.0606774041562,0.00860736503055,0.0522904051685,0.0522047724495,0.0818139232946,0.00918693695505,0.0422355030845,0.0266369074932,0.0709722877149,0.0781964716628,0.0305611843262,0.0199506627712,0.0258487517907,0.058422171849,0.0403860495835,0.165214727139,0.0113408034974,0.0290249305393,0.100513143844,0.040431386877,0.0238419342257,0.0540661288526,0.00213516021118,0.0419058527788
285,Edward Bulwer-Lytton,"The Caxtons, Complete",British,0.262690663588,family,1849,1850,0,0.127604022846,0.179163310096,0.0471981384472,0.262690663588,0.10177197491,0.109879944734,0.104119686558,0.159504598768,0.0927527091964,0.12063792368,0.0989512429765,0.0911018067108,0.0802806643003,0.10717571316,0.123043374931,0.0968696913651,0.0269741005414,0.0678648942332,0.120887696824,0.113111953909,0.0344218378878,0.0560152508168,0.109430671316,0.0825199081454,0.0788343539242,0.0884481915378,0.0673733705278,0.0755192147072,0.0851770615921,0.0635839661021,0.131131843675,0.0551905690148,0.0744167712531,0.183759937905,0.0576323985629,0.0731289597312,0.142953755245,0.0228205961695,0.155332528014
286,Edward Bulwer-Lytton,"What Will He Do With It, Complete",British,0.21089830786,family,1850,1850,0,0.0757750178892,0.159297094526,0.0343714833304,0.21089830786,0.0472662186964,0.0978969023037,0.0965826732872,0.161944613808,0.0810938999685,0.0731734597736,0.0783985736513,0.0701622325567,0.0750116723289,0.0973188954366,0.100719247683,0.0706199531507,0.0222295986131,0.0658937273924,0.111240894261,0.0724402322755,0.023234891651,0.051845240197,0.114760266123,0.059778247307,0.0781508038614,0.0682423312456,0.0540698853475,0.0788147882936,0.0610602706261,0.0668089767121,0.112790392002,0.0680863715236,0.0577635809228,0.123030448193,0.0605852493031,0.0519709069752,0.164337174602,0.0208890077719,0.109836997759
287,Edward Bulwer-Lytton,"The Last Of The Barons, Volume 10.",British,0.146590782765,feudalism,1813,1850,2,0.0381173676867,0.0709221775999,0.0446687655208,0.0693212348335,0.0335770044433,0.146527507176,0.0648171954178,0.0697823916485,0.0540396101811,0.146590782765,0.0781516312176,0.0227897926285,0.0776718380935,0.0643171371586,0.0647694358416,0.0545846094754,0.0152068716969,0.0481740545884,0.0258202562411,0.0620991809724,0.0105368891869,0.028761859523,0.0331826462575,0.0159543368908,0.0255246536683,0.0412528831686,0.0220452608335,0.0773621030813,0.0393074614982,0.0414025228083,0.142827347129,0.0241982327619,0.0280979154947,0.0619882137496,0.029005394617,0.0315165235991,0.129150334511,0.00452128755826,0.0795797125453
288,Edward Eggleston,"The End Of The World, A Love Story",American,0.125525351619,machine,1872,1880,4,0.0370867175608,0.0606443530711,0.125525351619,0.0650016118985,0.032313224479,0.0848721680472,0.0561605007533,0.125037540267,0.047056141327,0.0307208979987,0.0781606341907,0.115093352042,0.0244750564075,0.125168397846,0.0276209706241,0.0267066257596,0.00609310624024,0.0419845484952,0.0752380284744,0.0409171303892,0.0617889403336,0.0213836616877,0.030972954945,0.0203093999329,0.0418544581676,0.026592985231,0.0283986431088,0.0473464085395,0.035118818814,0.0264245179215,0.0675100438424,0.0432984566238,0.0564769493973,0.0671744038853,0.00626945289013,0.0226440485642,0.0828673007306,0.00217483522384,0.0804107809352
289,Edward Eggleston,Stories of American Life and Adventure,American,0.143806352957,world war one,1895,1900,1,0.0418896965894,0.0376142016122,0.0190945863032,0.0376299665177,0.0138868301186,0.143806352957,0.0542746447923,0.0431385684294,0.116072483002,0.0189997154184,0.0356307233816,0.00751666931634,0.0281732610009,0.0770871715602,0.0122532207681,0.0221608538255,0.00152321336716,0.00402952463,0.0156996090026,0.0371445752668,0.0140184621727,0.0291177868143,0.0418015253027,0.00489796715922,0.005729259284,0.0144577598386,0.0340485120528,0.0478373969637,0.0193717102514,0.0135507298506,0.0112956537097,0.00431108714252,0.0110861298424,0.0358683133539,0.021311561483,0.0287448686535,0.0382527847687,0.0019859525794,0.0438673567976
290,Edward Eggleston,The Hoosier School-boy,American,0.107569275175,ebooks-unzipped/chance_and_luck.tex,1881,1890,4,0.033281287375,0.036759144519,0.0217267063657,0.0388602804577,0.011432860283,0.0653010710594,0.0241981600247,0.0420248279015,0.0338188125763,0.01903951623,0.0282778231479,0.0137644105616,0.023505554223,0.0358677126412,0.0363669264784,0.0246769792978,0.0364077861685,0.0196726523193,0.0128151591228,0.0325851376986,0.00872859112414,0.0132811171285,0.00782862771,0.0182299055521,0.00750520893854,0.0106207950055,0.00791763398589,0.0134910278175,0.00577771285499,0.0144231030938,0.0200231745218,0.0196251992014,0.00638046453226,0.0234032575451,0.0218804486172,0.00754991192838,0.107569275175,0.00370080959368,0.0487500769782
291,Edward Eggleston,"The Graysons, A Story of Illinois",American,0.0804981779777,ebooks-unzipped/chance_and_luck.tex,1887,1890,4,0.0604731489956,0.0483151762679,0.016780813427,0.058110577061,0.015927970606,0.0512826656719,0.0291196655773,0.0567798118593,0.0251991573843,0.0327987955486,0.0467806732392,0.017573198681,0.0116278929208,0.037259760024,0.0219479784062,0.0363513463381,0.00474664676973,0.0281081159401,0.0337205802195,0.0601842606001,0.0113430558837,0.0191789779045,0.0185440414567,0.0277719816875,0.0336808083684,0.0206982307208,0.0178154276977,0.0446815561105,0.0244241681587,0.01998343397,0.0394247075636,0.012153673056,0.016794611647,0.0411441403128,0.0187243437419,0.018701694192,0.0804981779777,0.0155534210565,0.0586134050041
292,Edward Eggleston,"Mr. Blake's Walking-Stick, A Christmas Story for Boys and Girls",American,0.0755648175616,ebooks-unzipped/short_hist_math.tex,1870,1870,0,0.0102384839089,0.0404744980939,0.00155323217138,0.0267551551116,0.00495672867104,0.0360092360519,0.0359492053697,0.0197146194903,0.0333927475306,0.00933890018622,0.0224352375462,0.00714945554032,0.00527404864752,0.0124391409012,0.0220638819171,0.0154596137577,0.000397994914121,0.0366614363799,0.0404865258171,0.00623048484954,0.000536736716026,0.00275498886385,0.00319849392636,0.00926599660965,0.0145314510733,0.00333024321436,0.0183936767528,0.0071571737553,0.0204762007952,0.00799965689815,0.0510645036787,0.0314807473754,0.0252164250614,0.0202610919654,0.00302254299309,0.0124685980095,0.0396479303492,0.00124246955278,0.0755648175616
293,Edward Stratemeyer,"The Rover Boys in Camp, or, The Rivals of Pine Island",American,0.196841744955,world war one,1904,1910,4,0.0723069934858,0.166795420466,0.0321907604583,0.106510115568,0.0348139056121,0.196841744955,0.0720842692735,0.0919191133741,0.0822254696104,0.143766753195,0.087012138007,0.0490080839607,0.0306169904421,0.0748521004088,0.0524467563139,0.0630538848338,0.00660581383383,0.12055407702,0.0558305366814,0.0823974758972,0.0192436866035,0.010330085158,0.057279608302,0.0594577053512,0.0615145690977,0.0280614377527,0.0279128625198,0.028973546868,0.0245388358448,0.0328018059932,0.0463039128006,0.0577052707287,0.012253834942,0.053014253289,0.0195441877153,0.0303297926314,0.118331838807,0.0183107251208,0.055052627599
294,Edward Stratemeyer,"Dave Porter at Star Ranch, Or, The Cowboy's Secret",American,0.034965910402,farm,1910,1910,4,0.034965910402,0.0203402889261,0.0067954913732,0.0277045402434,0.00292974460246,0.0215759288207,0.0119331309077,0.0236080940111,0.00785170128671,0.0139833444878,0.00919457732942,0.00467289349974,0.00176466014171,0.0258617299979,0.00283806070626,0.00600332040577,0.00105214694521,0.00775260834743,0.00550890618737,0.0100259887594,0.0031691088946,0.00197231499966,0.00448611294745,0.00255830345007,0.00239787729263,0.004502995184,0.00617358287498,0.0079215965099,0.00869020498055,0.00198227499356,0.00719814729322,0.0101021933385,0.00691909588478,0.0124327449425,0.00132916088635,0.0117963946136,0.0299859600494,0.00848612466627,0.0183752751797
295,Edward Stratemeyer,American Boy's Life of Theodore Roosevelt,American,0.346878321048,nation,1904,1910,1,0.202077377731,0.22819694428,0.0656938914315,0.145473007191,0.0308379766745,0.330560311316,0.220507308612,0.100192361692,0.104136144865,0.160220361991,0.0788446202741,0.0597986304473,0.047809435892,0.114960468897,0.0489890706096,0.0601944479471,0.00809513151841,0.110927670656,0.0680795681902,0.133368754398,0.0232632343873,0.346878321048,0.0300210180176,0.190606987683,0.132373009717,0.025525208175,0.01563117212,0.0367339567914,0.0555867621824,0.0476208014258,0.329699019698,0.0162850515079,0.0349594294151,0.218639203862,0.203426989549,0.0259912074685,0.124131917005,0.0073742347506,0.115117643358
296,Edward Stratemeyer,"Dave Porter and His Rivals, or, The Chums and Foes of Oak Hall",American,0.110986499804,ebooks-unzipped/chance_and_luck.tex,1911,1920,4,0.0432881692906,0.093277178464,0.0781973150569,0.0483115039446,0.0132209386262,0.0737109926254,0.0397916362032,0.0718803643056,0.0449186061536,0.0771807489577,0.0304401527456,0.0112155925513,0.0110528964507,0.0665563694977,0.0414862970663,0.0264055455741,0.0064249006654,0.0256047922828,0.014745364411,0.0435214064963,0.0155468718585,0.0197814790699,0.0117797778471,0.0280657040327,0.00623953410878,0.0107186012033,0.0248483665586,0.035034264428,0.0196745890168,0.029709416129,0.0229442997714,0.00511329825982,0.0104217800157,0.0331306578067,0.0171301037529,0.0163910434428,0.110986499804,0.0210381173155,0.0744678073752
297,Edward Stratemeyer,"The Gun Club Boys of Lakeport, Or, The Island Camp",American,0.0803919782914,sailor,1908,1910,0,0.0792004109716,0.0543988578672,0.00980115405803,0.0501725357723,0.00520941398856,0.033632847887,0.0445688542235,0.0322744548794,0.0803919782914,0.0251957227055,0.0160232228832,0.0135027100523,0.00927373580181,0.0278154498169,0.0391237081888,0.0232638379836,0.00240412900098,0.0118614067768,0.057815352822,0.0440106794193,0.00652713685765,0.0117301732192,0.0191620204488,0.00800387291028,0.0110929395231,0.0118885685378,0.00550964104732,0.0107909156175,0.0353918477368,0.0186688715607,0.0232106610417,0.00835587582849,0.00739161555318,0.0363287126762,0.00131720129151,0.00833512060443,0.0139930788422,0.000542950783664,0.00883104684516
298,Edward Stratemeyer,"On the Trail of Pontiac, or, The Pioneer Boys of the Ohio",American,0.107810625155,farm,1904,1910,1,0.107810625155,0.033340710033,0.0153722897806,0.0463624320126,0.00590752191932,0.081216223686,0.0451440028136,0.0257652098976,0.0136073212019,0.0271613968696,0.0320509710555,0.0104215210227,0.00831172184579,0.029774847881,0.00896172271975,0.0159654977192,0.00236331705995,0.00836378395801,0.0151772091209,0.0531961096955,0.00397245038811,0.0206689747306,0.0178685396328,0.0108416585766,0.017302344665,0.0174648159669,0.0243704856828,0.0178199139867,0.00562854890844,0.0147426702783,0.0224487539261,0.00500909346656,0.0150186382724,0.0398095249208,0.0121038916697,0.0282516934433,0.042096965446,0.000889106779334,0.0410035546311
299,Edward Streeter,"Dere Mable, Love Letters Of A Rookie",American,0.0824744530784,war,1918,1920,4,0.00524899624319,0.0824744530784,0.0207795488959,0.0069386519599,0.00335839763122,0.0506991963734,0.0277497365651,0.0100454748134,0.0119278530605,0.0711245689723,0.00938440092992,0.00733074624571,0.00371956113687,0.0117782768806,0.00478337108831,0.00362928728634,0.000291679877794,0.031421457828,0.00336535898301,0.0111080999558,0.0,0.00455312382054,0.00425009712959,0.0106912077011,0.00876301334255,0.00150380672364,0.00111594628808,0.00386340773104,0.0,0.0173760051374,0.0154835209516,0.021959593339,0.00112700659303,0.0148777155528,0.00108724950594,0.00116720224512,0.013614508246,0.000490214596965,0.00665355129909
300,Edward Streeter,"""Same old Bill, eh Mable!""",American,0.0373632250478,us civil war,1919,1920,4,0.0228060719366,0.0298912261791,0.0352070205905,0.00820615935259,0.000798859187057,0.0321655724561,0.0373632250478,0.00995500919042,0.0116520118823,0.011161864033,0.02028542007,0.00354461190525,0.00225972088807,0.0337636709865,0.00338051402014,0.00340837774629,0.00108567065773,0.0157034935721,0.00244545325098,0.00795677236007,0.00067451416774,0.00238905188688,0.00618817947799,0.00398245596838,0.00686613171609,0.00318718720949,0.00124492867459,0.0046570619484,0.0,0.00918222620672,0.013802068688,0.012130020858,0.00508883006545,0.0205083339672,0.0,0.00271872927349,0.0248886066816,0.000320276240247,0.00582372194752
301,Eleanor Hallowell Abbott,Molly Make-Believe,American,0.0632111640078,family,1910,1910,4,0.00959671521037,0.034807868454,0.0420978650284,0.0632111640078,0.0124705698097,0.0436277500839,0.0241922017865,0.0611186803794,0.0244172912302,0.0227052874977,0.0239801284232,0.015103934084,0.0144888098772,0.0351105626749,0.0140835137589,0.0491218487011,0.00242433525085,0.0238847891618,0.0479372180419,0.0174618293893,0.00631655039775,0.0129752896771,0.00985766649141,0.0188652210788,0.0109169320164,0.0054689466368,0.00481021046772,0.0512673935325,0.0262195500595,0.0197251554608,0.0216203139158,0.0119276257853,0.0248276773577,0.0279739135141,0.00606469757151,0.011153564828,0.0491860773199,0.0249767052565,0.0356860299825
302,Eleanor Hallowell Abbott,Fairy Prince and Other Stories,American,0.0716559872565,ebooks-unzipped/chance_and_luck.tex,1922,1930,4,0.00687939331432,0.0167945532104,0.0146167628304,0.0205601956564,0.0342946282044,0.0203596842939,0.0109534617559,0.0454498744685,0.0153893244449,0.003052625301,0.00705075761917,0.0180273149404,0.00558430310224,0.0270007424828,0.00762019416345,0.0194289693522,0.000783291484113,0.0035649802382,0.00849127333729,0.0150698093416,0.00509830107653,0.00693470648628,0.0085775564763,0.00951069551052,0.00502142841756,0.00328717255221,0.00855480320426,0.0152556142269,0.0296396023641,0.00390282767635,0.0124431277795,0.0307769869578,0.00354799648788,0.0130921344523,0.00559709277203,0.00549514661748,0.0716559872565,0.00264719497986,0.0174843126904
303,Eleanor Hoyt Brainerd,"In Vanity Fair, A Tale of Frocks and Femininity",American,0.202919566965,art,1906,1910,4,0.0996674237288,0.0560356518412,0.0250471390673,0.0526836896478,0.0278448700501,0.0765589956754,0.0352934570689,0.202919566965,0.0324573329452,0.0543885820033,0.0481738092211,0.0326661824583,0.0368451675144,0.0597403566795,0.0324632079078,0.0384038398487,0.00703789831063,0.0631861159469,0.0582933579245,0.0706334544639,0.0206698703838,0.0247763227631,0.0353622023944,0.0369145827755,0.038999036076,0.0267149835336,0.0301296091949,0.0500810173877,0.0228122019261,0.0583993168574,0.0734818391737,0.0176459722943,0.0512360278673,0.107086440439,0.0274876924438,0.0276897714515,0.199397344968,0.0126573046992,0.0879385211087
304,Elinor Glyn,The Visits of Elizabeth,British,0.0612008448851,family,1900,1900,4,0.0121775084626,0.0150030236869,0.0446644170377,0.0612008448851,0.00367416196596,0.020881690947,0.015457520266,0.025439010339,0.0104264543322,0.00704798510911,0.0290647716638,0.00658121150249,0.00630119457561,0.0312797005091,0.00454108035694,0.00783180094924,0.00102743255876,0.0145305622969,0.00756234730142,0.0119515690288,0.00701434446643,0.0275189892369,0.00965034655159,0.0166880914495,0.0080559302509,0.00846556198174,0.0156032938244,0.0139588328179,0.00868822476688,0.00375041401538,0.020337518995,0.0130991778442,0.0044137067289,0.0130903992995,0.0168126020628,0.0103108106161,0.0321125908639,0.0116525563096,0.0165887237901
305,Elinor Glyn,"Beyond The Rocks, A Love Story",British,0.0845261198298,taste,1906,1910,3,0.036484427874,0.041704737176,0.0447240702765,0.070589357412,0.0214344902667,0.0376072299078,0.0243039082522,0.0781258781603,0.0234250026214,0.040561048718,0.0363486600168,0.0207279349253,0.0101079425804,0.0462517465551,0.019276762135,0.0399936951168,0.0148756477087,0.0372664764029,0.058667966947,0.0436428819986,0.0420749070867,0.076267778039,0.0171878138928,0.0086161790124,0.0124656835816,0.0333414862105,0.0411159100319,0.0845261198298,0.0530467115261,0.0098302363132,0.0269313121324,0.020914189666,0.00981652918887,0.0337290951413,0.0264213168243,0.0405801810079,0.0577469440461,0.0265761068908,0.0482713331996
306,Elinor Glyn,The Man and the Moment,British,0.0729039607241,family,1914,1920,3,0.0179423589351,0.0447597627541,0.0243737105004,0.0729039607241,0.027143887689,0.0367262627199,0.0220118580192,0.0632614170506,0.018747979884,0.0230473398986,0.0331177665454,0.02346756053,0.0126732655805,0.0414499409293,0.0197414636889,0.049157100132,0.00341193978145,0.0348093328879,0.0202705007724,0.0416623756475,0.00858381853889,0.065180507266,0.0154977146215,0.0314144610461,0.0165291366762,0.00933496230253,0.0130523790358,0.0494480694252,0.0204672249107,0.0101082254573,0.0414898916373,0.0199194106666,0.00810670922258,0.0385509013389,0.0317553904604,0.0149778489492,0.0570145992192,0.00115593682102,0.0372440804576
307,Elinor Glyn,The Vicissitudes of Evangeline,British,0.0922511316654,sailor,1905,1910,0,0.00409493615484,0.0689326079848,0.0123299203328,0.0507866784139,0.0050931498748,0.0207192060243,0.0488611397946,0.0284405288608,0.0922511316654,0.0183854858757,0.0126334689991,0.0113872066354,0.0051760097647,0.0164789138708,0.0553241166348,0.0215447265177,0.00256195085382,0.00990005466108,0.0709389925934,0.0155685297861,0.00484768655798,0.0176520020708,0.0214297509238,0.00855905979747,0.010548884737,0.0123000363768,0.00569208345846,0.0107758191407,0.0336599373189,0.0151805442952,0.0196473941215,0.0117505864939,0.02171088361,0.0317586464613,0.00368984803355,0.00387103654995,0.0164292723856,0.00601407528844,0.0096945192544
308,Elinor Glyn,The Price of Things,British,0.110709617523,nation,1919,1920,3,0.0308309862335,0.0852921722901,0.0262103635905,0.102728681664,0.0288233550797,0.0958761556423,0.0699396077033,0.107003187741,0.0246027519006,0.0566325114036,0.0527492915819,0.0228529227657,0.0169473668473,0.0532906918187,0.0214874320237,0.0468278393171,0.0048250754257,0.058605287384,0.0363706963993,0.0396466736643,0.0244064268835,0.110709617523,0.0257306736877,0.0940064104139,0.0355458441555,0.058995378422,0.0428611936283,0.0755063131534,0.037220683127,0.0232178962735,0.0813108975288,0.00977109951889,0.0247805650992,0.0599478047716,0.0725782687976,0.0653004947414,0.105282369285,0.00807276860163,0.072935961279
309,Elinor Wylie,Nets to Catch the Wind,American,0.0600209625529,Race (human categorization),1921,1930,4,0.0,0.0,0.0402205870117,0.00627992646005,0.000985745557909,0.0172944692143,0.0173523909897,0.0475300377884,0.00810294799181,0.0170607381565,0.00885689178483,0.00167667328523,0.00375381002268,0.00936253882196,0.0,0.0600209625529,0.0,0.0,0.00508120588767,0.0,0.00474618784683,0.0161377626147,0.0276050698801,0.0,0.00183687117906,0.00128014455262,0.00881410180056,0.0,0.0,0.0,0.00183695791377,0.00105590427031,0.0,0.00166326368202,0.00793395612308,0.00915816000792,0.00910789290946,0.000238252716395,0.0282418011653
310,Elizabeth Gaskell,"Curious, if True, Strange Tales",British,0.131308795796,ebooks-unzipped/chance_and_luck.tex,2016,3000,3,0.0686316150807,0.0510230658402,0.0179789490399,0.105115031148,0.0153925450101,0.0795237468885,0.0531050509794,0.0850442175758,0.0465315127053,0.093674664953,0.104528600713,0.0186769737064,0.016009659864,0.0841001002174,0.0517036358353,0.0481185517533,0.0348530514147,0.0465445021631,0.0295220458992,0.0493737831544,0.00667814613372,0.0330626977561,0.0244949919707,0.0469319024517,0.0570222666513,0.0239810528139,0.0265291797371,0.05356723436,0.0324321179043,0.048927037866,0.078970093946,0.0131493303709,0.0417971720868,0.0652921518381,0.0403139030073,0.037094465242,0.131308795796,0.0046697039171,0.0640023918968
311,Elizabeth Gaskell,Lizzie Leigh,British,0.0669120076439,ebooks-unzipped/chance_and_luck.tex,2017,3000,3,0.00349134604947,0.011638296985,0.0,0.0279950497713,0.00503561836503,0.0138554802502,0.00323715351908,0.0242199760183,0.0,0.00138608674792,0.0150166086527,0.00275523632944,0.00291607312737,0.0130723628286,0.00293714359206,0.00951163944031,0.00123724252673,0.0,0.00408264339826,0.00593700123571,0.00178606622783,0.00477893450951,0.0,0.00236341938319,0.00356333619302,0.00328302206698,0.00454089751732,0.0165237599929,0.00640226432814,0.00649135880351,0.0082929473499,0.00317288459159,0.00329764682481,0.00909635629651,0.0157926169332,0.0106095181386,0.0669120076439,0.000791632044203,0.0636692663617
312,Elizabeth Gaskell,A Dark Night's Work,British,0.146373870977,ebooks-unzipped/chance_and_luck.tex,1863,1870,3,0.103745879859,0.0395472440347,0.0435077161242,0.0899256591507,0.0185147247914,0.0713902191752,0.0244728840202,0.0748553106215,0.0258800220648,0.0483459854013,0.0465718330268,0.0385266382721,0.021280303246,0.0723220729413,0.0543538660735,0.0367678093266,0.0453561221622,0.0578650079004,0.0269399561769,0.0596975204905,0.0228386868681,0.0148227168708,0.0263614578394,0.0442754752354,0.0229136103468,0.0412406210534,0.0559286971651,0.0577486464277,0.0439574208228,0.0769396707917,0.047249645319,0.0124520062356,0.0304298338477,0.091553138678,0.0432266973776,0.0473623161046,0.146373870977,0.0041343108071,0.0821327323332
313,Elizabeth Gaskell,My Lady Ludlow,British,0.0725746147177,ebooks-unzipped/chance_and_luck.tex,1858,1860,3,0.0359118057745,0.0253303494441,0.0117991740681,0.0625259834699,0.0060601587107,0.0318873900812,0.0233584914235,0.0322739128848,0.0241169686018,0.0666480369456,0.0234430956324,0.00630711059214,0.00982672425181,0.0292568216126,0.0251717944853,0.0204177301348,0.0161655005453,0.0118279756948,0.0069190249526,0.0214928272851,0.00165416902748,0.0134091818663,0.00747521612233,0.0107129477424,0.0132617583803,0.016156509092,0.00991953194297,0.0307046649242,0.0217956401461,0.0170017005051,0.0325732101711,0.00820470263776,0.0143269970327,0.0280872225134,0.0102577870951,0.0191264539744,0.0725746147177,0.00184071799126,0.0476441163169
314,Elizabeth Gaskell,Round the Sofa,British,0.133666424957,ebooks-unzipped/short_hist_math.tex,1859,1860,3,0.0484291855131,0.0344112590206,0.016040512709,0.0720205061911,0.0139373064619,0.0424394758647,0.0316959541717,0.0374537291775,0.0407396960972,0.0432682260777,0.126626233432,0.0210490509155,0.017265257947,0.025007770579,0.0239935616955,0.0243457230485,0.00434649386638,0.0517837589268,0.0470782031864,0.0201570780384,0.0112384094545,0.0086505814674,0.0141070286587,0.0149050788844,0.0223869052201,0.00978345824155,0.00284675693179,0.032023610494,0.0180648533472,0.0183342572583,0.0275639780876,0.0212626770369,0.0243668844783,0.0521934491478,0.0177909598214,0.00730478624265,0.0424866200171,0.00082047675921,0.133666424957
315,Elizabeth Gaskell,The Poor Clare,British,0.10548372746,factory,2017,3000,3,0.0365263191379,0.0382053652933,0.014408375317,0.0875512740449,0.0115886759639,0.0464432221888,0.0319160152838,0.0595950321973,0.0364354623276,0.04177059335,0.0868208498231,0.0163186169391,0.0120824181968,0.10548372746,0.0381146557719,0.0686409355917,0.0307886727816,0.0380884676161,0.0236293136814,0.0353467099551,0.00521955782435,0.0226573644278,0.0467913207941,0.0645396672816,0.0361519465709,0.0297119286212,0.0328309363383,0.0321503544191,0.0394952277754,0.053757088748,0.0775237724645,0.00932590383098,0.0442890886777,0.0653522616648,0.0440885447941,0.030566943258,0.0793988596904,0.000661364706913,0.0433387153873
316,Ellen Glasgow,The Miller Of Old Church,American,0.0834834393027,ebooks-unzipped/chance_and_luck.tex,1911,1920,4,0.0822355642069,0.0317892149923,0.0363167518268,0.0690355540407,0.0477162872114,0.0376941725392,0.0241791786066,0.0740615498394,0.0146435109799,0.0395558166742,0.0488781079585,0.0187187072825,0.0183888376426,0.0762776312199,0.026648649075,0.031473768589,0.0113454458825,0.041712201942,0.0314627315951,0.055736691206,0.0175174131356,0.0135841759282,0.0394841336557,0.0560503024405,0.0283977575633,0.0284666204582,0.0329759820095,0.0834555589118,0.0218478086973,0.0281514019001,0.0616729364913,0.0205481169263,0.0310691999639,0.0560600874422,0.0344526346151,0.0311284385555,0.0834834393027,0.0176737033877,0.0695235152962
